150
50 99629
89 0 93
78 0 105
73 51 120
1 43 120
67 92 120
64 3 120
76 8 120
50 0 113
19 0 107
46 0 117
98 2 120
21 27 64
59 0 109
27 18 120
55 0 112
72 1 61
24 6 120
48 0 113
105 22 120
95 0 97
34 513
12 42 513
72 252 513
70 194 513
44 0 364
9 118 395
90 0 286
63 0 363
27 0 401
52 7 513
3 0 272
76 0 241
36 0 456
6 3 513
57 306 513
64 0 399
55 0 369
45 48 393
58 0 361
31 130 513
59 0 277
16 230 449
75 137 513
39 31 201
28 21 425
23 0 334
42 0 492
88 0 498
11 0 216
47 0 419
22 0 261
86 0 362
2 71 513
49 0 488
7 223 401
3 276
20 85 276
41 0 265
5 0 219
50 97756
100000 0 54175
19016 0 67626
78315 0 62848
4726 22222 94058
55400 0 59289
10639 55205 97756
4706 0 86529
32779 51166 97756
44558 0 43229
41952 26065 97756
71041 11622 97756
58382 0 97756
44365 9426 97756
45891 27462 97756
97623 0 49691
38914 19504 66727
28665 0 66699
32282 3988 97756
74957 0 91015
17799 0 97533
20760 0 69981
76378 0 78622
61602 0 54554
59706 0 67166
33016 0 70498
12112 0 75739
98696 0 84523
81202 0 62077
10310 0 76293
125 29080 97756
89181 12379 74389
32465 0 65516
71989 0 68472
52686 8757 45106
86427 0 96367
61301 0 78921
55510 19162 97756
99642 30056 97756
55546 24606 97756
89194 1977 55850
35503 0 75944
49800 0 72812
3671 0 43671
16797 59421 97756
44087 11308 97756
20754 0 53477
72359 0 60072
33546 29635 80484
4422 64667 97756
19561 7449 97756
45 268
19 0 217
24 0 181
26 11 112
56 72 268
12 29 268
10 0 117
5 79 171
33 0 104
27 0 252
58 0 107
20 0 120
66 116 261
22 17 268
65 0 249
66 0 67
1 0 200
14 0 231
70 44 112
62 75 268
45 83 189
50 40 268
39 0 268
58 149 268
4 0 191
2 66 241
63 30 243
72 0 265
13 0 254
52 0 195
30 38 112
36 146 234
46 58 268
75 0 205
9 39 268
68 191 268
17 139 246
43 0 115
7 0 236
18 0 131
74 132 268
44 0 215
49 0 257
31 0 211
35 0 155
73 98 181
8 712
43 2 712
3 0 680
35 75 380
12 157 442
28 26 519
59 0 450
54 96 712
50 0 698
11 315
42 121 267
29 0 232
31 96 165
40 131 293
19 0 276
39 96 315
0 0 315
47 32 250
45 209 315
36 0 249
18 0 167
7 30
10 0 10
20 0 10
5 8 21
15 7 20
25 9 22
10 20 30
20 20 30
8 499
12 14 499
19 202 499
7 228 499
2 75 499
20 0 176
5 298 499
16 362 499
6 14 499
39 426
35 207 351
21 0 257
23 0 379
16 0 359
17 90 426
54 231 364
11 132 426
49 168 426
34 0 376
13 0 175
47 55 426
25 335 426
53 103 342
29 37 312
7 164 426
12 74 426
45 15 426
3 0 243
41 0 385
48 194 426
39 0 386
22 96 426
37 95 297
8 30 426
43 116 426
20 0 362
44 85 426
50 0 410
10 238 426
28 0 425
38 202 426
40 0 342
0 0 313
52 121 426
36 80 426
4 121 426
24 6 426
51 263 426
19 130 426
11 152
0 2 59
15 29 152
23 59 152
7 78 123
5 0 108
18 106 152
9 0 129
17 16 152
33 0 145
27 0 133
25 92 152
34 713
34 0 659
2 326 713
54 0 373
1 0 351
13 68 713
5 373 713
19 94 713
35 128 713
21 5 713
45 346 713
28 0 503
20 0 693
43 0 607
30 18 213
44 210 401
24 0 506
12 58 713
25 23 302
15 0 685
57 122 713
39 0 462
32 0 633
11 0 632
16 0 255
22 0 632
26 182 713
38 0 207
17 271 713
36 448 713
31 32 713
41 0 632
58 0 698
29 0 362
16 279 713
37 44
36 1 42
62 2 44
7 1 44
53 0 32
18 0 37
42 0 34
60 13 44
40 6 44
85 0 40
66 36 44
16 6 44
15 19 44
19 10 44
68 9 44
48 10 44
67 14 44
52 0 43
72 9 28
86 13 44
63 25 44
12 0 40
33 10 44
50 0 17
81 5 44
65 0 22
26 0 21
41 0 30
76 24 32
4 24 44
69 0 25
2 7 22
55 0 39
43 0 32
3 0 27
44 4 44
24 0 28
29 22 44
19 65
63 11 65
3 1 65
46 7 65
37 33 57
24 0 62
27 0 51
80 2 65
35 13 46
30 0 59
58 0 60
70 2 62
13 4 26
68 0 60
25 1 45
73 0 42
31 1 65
19 44 65
2 0 24
56 0 48
30 383
122 128 383
5 8 383
112 0 367
49 11 383
32 223 383
108 0 260
8 202 314
89 0 244
61 0 188
78 0 129
0 0 264
80 22 383
15 103 383
123 0 378
52 122 383
107 20 383
113 0 227
72 36 383
83 92 336
1 85 383
85 0 348
77 9 209
59 0 378
127 0 218
7 0 366
50 181 274
64 130 383
75 0 304
38 0 332
46 54 383
27 30
45 6 29
33 0 19
46 13 30
36 0 22
2 16 25
1 2 30
15 0 27
37 0 30
8 1 15
30 19 30
5 22 30
40 10 30
32 0 22
11 7 30
12 2 30
42 0 17
29 22 30
7 2 30
22 20 26
46 4 11
44 0 29
38 0 29
16 0 21
25 8 30
9 17 30
10 18 25
23 0 16
19 482
21 0 402
18 0 482
29 0 337
10 311 482
5 0 227
37 0 371
31 0 479
4 0 331
24 0 333
20 191 482
35 201 386
17 244 482
11 0 403
13 158 482
6 244 482
30 69 482
27 296 482
12 0 309
28 49 482
13 928
45 62 928
54 0 219
90 49 928
48 51 798
43 0 912
42 299 564
13 0 728
24 412 928
101 0 780
94 65 928
57 16 350
14 0 748
4 0 867
3 418
3 11 418
48 0 314
10 0 402
49 883
25 0 791
85 0 383
57 0 847
45 0 629
49 0 849
35 241 883
30 0 693
17 0 864
73 144 383
2 73 883
68 162 360
88 0 601
48 21 883
5 0 610
65 159 883
43 108 883
24 0 756
34 0 742
56 0 757
27 86 883
8 77 837
52 0 865
67 40 632
0 72 883
83 210 883
75 0 643
64 17 883
76 0 690
15 661 877
6 0 224
38 0 577
15 0 451
12 397 883
63 281 566
61 0 479
81 0 859
44 219 883
13 18 883
29 64 883
79 63 883
55 442 704
51 168 883
60 278 883
86 0 723
74 0 843
40 203 795
10 247 883
28 92 883
84 328 883
14 887
32 0 831
4 164 887
6 334 887
29 0 858
17 0 867
75 479 887
54 79 632
101 199 887
7 161 737
105 496 748
52 203 887
107 392 887
41 0 848
64 378 887
40 323
85 23 323
81 1 323
28 0 272
72 34 323
39 142 323
37 0 259
40 77 302
54 0 198
12 82 323
31 137 323
7 30 323
77 0 283
80 86 173
2 6 185
78 0 223
56 3 323
21 0 233
9 0 250
70 0 323
68 83 220
65 160 323
46 1 323
31 1 126
50 54 323
4 0 241
15 200 323
26 0 175
49 0 314
75 0 275
29 0 94
44 100 176
34 135 278
16 225 323
64 14 323
8 13 323
89 73 323
43 154 323
1 111 323
17 98 323
58 0 267
26 990
55 154 668
16 284 770
92 51 990
125 0 443
50 0 909
47 372 990
25 0 328
83 234 990
118 320 671
113 0 300
43 430 990
61 0 917
114 285 778
65 234 681
45 96 637
115 0 830
18 0 683
81 0 489
127 703 923
28 0 598
101 0 663
19 106 990
53 0 529
75 581 897
110 0 768
82 0 536
48 567
71 0 317
57 46 567
48 199 567
88 37 567
15 153 567
10 24 567
58 106 338
37 0 319
79 0 443
65 11 567
75 0 343
74 36 559
6 0 526
27 135 567
91 67 567
67 0 323
86 169 567
49 40 567
76 60 567
19 10 188
38 43 567
32 31 390
2 55 237
4 282 567
13 0 424
56 15 567
92 0 545
14 0 538
2 384 567
9 0 549
18 0 276
34 71 549
55 302 567
94 0 350
52 202 567
83 69 567
60 114 567
54 59 567
5 118 504
22 79 567
68 256 448
16 0 302
51 133 476
81 17 567
50 99 567
29 321 456
39 100 505
53 30 567
24 938
63 138 938
42 0 668
55 171 895
58 413 938
39 253 703
48 0 649
64 0 474
7 270 938
12 143 938
2 0 897
22 0 807
28 194 938
60 575 938
53 111 938
24 65 938
51 0 378
52 0 628
46 114 597
8 0 835
41 416 694
4 305 938
47 17 938
16 188 938
59 5 444
10 686
5 3 686
16 358 686
14 108 686
20 93 541
17 321 637
26 0 287
27 131 686
4 210 686
9 270 602
7 0 344
37 566
32 0 564
35 0 488
12 264 402
56 120 566
28 13 566
46 306 566
58 52 429
27 67 341
77 218 566
4 0 287
42 0 323
72 194 566
81 126 566
37 12 566
41 0 392
88 47 566
33 58 566
2 6 135
19 0 510
8 0 560
86 13 242
9 216 566
67 303 423
44 95 566
15 37 566
21 167 566
54 125 523
76 34 566
36 79 566
40 0 537
62 0 215
64 0 480
60 0 418
57 31 566
63 368 529
23 0 279
7 159 566
1 1
1 0 1
14 312
41 0 295
7 28 312
40 78 238
60 33 312
33 87 312
37 203 312
71 12 298
79 109 236
74 0 222
3 21 312
66 0 290
70 0 204
48 158 312
26 93 312
2 20
5 5 20
13 0 17
29 635
53 422 555
41 80 635
65 0 402
67 71 635
33 8 246
37 0 630
61 146 635
47 0 541
12 120 635
76 0 511
29 0 544
38 215 557
15 0 507
91 422 635
56 0 456
14 279 486
20 28 635
77 66 618
9 0 563
80 15 263
46 0 633
31 0 335
57 37 635
25 0 497
39 0 338
64 395 635
0 91 635
32 0 452
69 137 398
35 988
17 11 988
45 69 779
55 151 988
18 0 611
76 115 988
89 73 582
26 11 988
80 0 689
11 198 988
65 106 905
7 0 415
77 0 713
34 173 988
40 0 396
31 0 653
60 42 988
94 266 681
29 21 988
24 104 368
3 374 988
25 409 708
22 248 536
71 0 601
13 0 842
85 0 811
57 56 988
70 0 683
4 397 988
28 0 842
72 0 773
74 296 988
37 140 988
5 55 988
30 297 988
36 0 556
37 730
47 0 295
54 35 583
20 0 651
28 72 730
58 284 546
19 83 730
56 65 438
77 30 730
3 0 709
74 56 730
4 0 519
42 187 444
69 0 653
51 108 730
67 305 621
18 347 730
29 244 467
25 305 633
72 65 431
31 126 343
68 98 730
70 220 533
87 0 617
65 0 730
45 0 620
91 172 336
66 0 677
46 358 605
50 280 730
33 0 273
92 0 723
9 0 671
53 0 533
24 0 342
81 470 730
36 0 407
39 0 324
2 100
1 0 49
1 50 100
40 108
75 37 107
33 13 100
40 20 108
120 10 108
121 0 86
17 0 99
38 54 104
44 15 108
24 0 36
71 48 108
122 33 102
112 0 40
45 0 95
109 0 107
97 0 100
18 20 108
104 0 107
7 13 108
42 0 94
125 10 108
76 0 57
92 2 108
91 77 100
62 44 99
102 0 108
66 0 73
4 0 101
50 19 108
114 0 83
77 5 108
8 57 108
13 0 63
127 0 108
106 14 57
117 0 99
22 12 108
81 8 108
119 0 75
85 0 59
105 34 108
43 580
110 1 580
66 0 551
117 0 407
108 196 580
133 213 580
135 0 442
78 40 321
104 176 580
129 222 580
102 133 580
19 0 445
42 430 580
30 73 580
124 111 580
40 59 580
44 10 580
17 0 500
115 0 384
68 0 375
106 107 580
58 229 534
120 151 521
83 0 552
23 121 580
41 163 580
101 186 504
85 0 551
3 4 580
46 172 580
94 11 580
13 54 580
113 285 529
49 86 580
121 111 580
34 80 580
130 34 580
21 398 580
26 0 521
90 11 482
80 0 414
70 32 580
16 363 580
12 33 280
27 843
38 149 843
19 0 817
24 0 641
26 188 843
22 0 711
40 0 743
12 0 212
11 56 843
5 0 633
39 0 788
41 0 843
13 361 675
33 53 843
47 365 843
28 274 843
44 195 843
35 89 843
8 54 843
18 265 843
20 0 562
27 0 347
17 194 432
32 302 843
9 90 843
14 53 843
3 27 843
43 0 836
19 369
46 0 312
79 31 148
62 86 369
79 168 322
1 0 287
17 256 369
86 178 297
63 73 241
45 0 356
51 51 308
53 138 369
72 0 357
60 266 340
66 213 369
91 0 262
34 146 250
67 7 325
61 60 369
94 0 325
50 95662
100000 0 93203
15939 39408 95662
78233 21417 59680
22573 46808 95662
95680 3718 95662
78760 6616 95662
21630 0 77763
42744 1685 95662
10371 42696 95662
6369 1349 95662
89185 0 75805
91209 34392 95662
76695 3382 95662
54379 0 63756
42216 39621 82781
82123 0 43177
50210 0 95592
63650 36896 95662
40199 0 55491
5220 0 74153
75650 1166 95662
8907 0 64871
91418 0 64500
3037 0 78739
75613 19193 95662
75828 0 90529
530 0 77094
74088 38946 95662
29122 0 56589
90981 0 69076
89895 829 95662
6093 21209 95662
25741 0 36098
18447 0 61571
16632 0 46451
52633 21435 95662
67699 12822 95662
98371 0 58226
51423 57171 95662
95708 0 94894
37474 0 85265
60686 4109 82359
85003 26420 95662
78263 0 92050
42384 0 55804
1308 44365 95662
51979 9998 95662
90596 0 83376
81879 0 77547
84959 33586 82011
36 673
45 165 673
0 348 673
90 0 611
12 0 512
41 0 622
85 0 469
77 192 673
42 528 673
44 0 451
7 0 425
88 0 412
47 162 673
13 0 587
24 0 400
30 0 622
51 233 387
73 94 489
65 6 606
67 27 673
9 0 606
94 0 331
81 0 533
74 489 673
21 460 673
10 275 563
14 0 425
18 319 673
62 88 673
2 0 453
16 0 610
60 21 186
55 68 673
71 0 608
76 0 651
36 0 527
33 0 390
1 1
0 0 1
48 951
4 0 884
66 439 951
43 629 951
47 145 951
74 277 951
19 187 951
91 0 950
93 0 355
16 0 762
45 76 951
97 0 818
8 0 743
22 108 951
41 0 479
78 269 708
79 325 951
28 88 951
63 0 347
94 0 753
11 144 951
72 127 579
60 0 435
21 54 951
58 246 951
64 0 911
17 683 951
82 433 831
35 0 691
50 488 951
70 218 696
61 0 650
15 370 951
30 0 551
69 45 951
44 64 951
31 451 951
38 291 747
48 0 767
25 653 947
2 580 951
68 89 951
92 0 536
7 427 951
65 138 951
67 251 940
84 321 935
95 0 646
9 0 768
20 700
26 2 401
68 381 700
16 170 700
52 56 700
10 0 642
22 0 624
17 0 406
53 0 556
2 379 700
46 286 700
71 119 700
47 106 700
19 0 435
6 0 679
30 0 214
62 0 330
37 39 700
80 87 612
79 0 405
27 73 700
40 724
85 0 619
108 0 586
62 141 724
55 78 724
37 146 628
6 0 426
123 0 684
67 143 405
120 213 724
101 128 675
124 0 549
127 68 724
116 0 647
75 1 724
54 0 512
40 0 284
32 11 724
61 413 724
90 0 290
76 0 476
24 233 724
41 0 345
114 0 476
51 126 724
96 0 416
118 93 487
19 23 724
43 0 416
44 0 514
53 219 724
100 314 724
45 72 712
92 157 724
39 163 724
3 86 724
33 233 724
57 0 623
4 0 413
66 0 318
104 18 724
31 952
33 321 952
36 100 952
19 0 733
23 0 874
40 206 952
5 0 346
47 101 952
0 0 773
52 0 622
43 538 952
11 0 935
53 228 771
3 73 952
37 41 575
24 398 952
44 0 631
28 0 822
29 0 566
20 37 760
38 0 881
50 112 952
22 0 836
45 674 952
43 0 520
16 0 843
32 0 952
48 0 913
39 0 747
14 254 952
51 456 952
18 400 764
4 14
34 5 13
17 0 8
41 4 9
8 6 14
3 885
84 0 370
81 0 601
39 63 885
25 560
5 0 389
7 231 560
13 0 433
29 157 429
14 0 559
36 0 362
9 0 373
1 164 560
11 161 407
20 0 392
35 0 430
33 0 502
8 67 317
6 84 560
23 0 302
19 274 445
18 28 560
30 128 560
0 0 357
24 225 560
3 0 488
10 15 560
12 39 560
28 0 552
26 142 560
44 567
53 428 567
47 169 567
77 32 567
45 33 226
17 0 491
43 112 567
80 0 431
74 215 486
40 0 341
9 327 567
62 47 567
13 0 300
32 346 567
66 46 531
4 171 567
81 308 567
26 29 567
3 63 567
54 203 567
29 0 498
73 211 567
6 106 567
70 0 199
78 0 488
71 113 424
21 359 567
23 86 309
24 0 406
68 0 522
72 332 567
33 0 411
20 34 567
59 316 560
0 0 505
25 0 567
69 0 401
65 261 567
11 366 567
50 1 567
41 98 567
18 107 476
5 0 326
70 229 567
7 20 567
47 652
38 0 468
8 80 652
32 91 652
11 481 645
49 0 545
60 0 298
42 35 652
40 0 586
25 0 529
54 310 652
50 269 652
14 0 394
57 12 262
20 0 646
19 0 556
61 77 652
45 0 401
62 111 652
30 458 620
6 254 620
12 0 442
9 0 419
46 246 652
14 449 652
58 153 589
48 0 443
51 231 652
1 167 362
10 92 551
47 0 629
26 153 652
34 442 638
24 447 627
36 180 652
59 0 266
29 283 652
22 244 652
9 422 618
27 0 510
13 0 444
23 227 630
18 157 652
15 285 652
28 0 373
63 150 472
64 0 601
4 59 652
28 234
23 140 234
52 64 234
22 0 117
42 90 234
41 58 234
48 7 234
35 0 117
60 153 234
47 15 234
56 110 234
8 5 234
4 0 213
25 111 195
12 9 234
55 0 205
45 0 231
62 1 58
64 9 234
40 0 232
32 40 234
5 50 122
58 105 234
50 103 191
63 0 176
44 20 234
7 46 234
0 0 177
6 90 234
9 414
100 283 414
4 79 383
67 74 414
37 0 307
80 66 414
63 80 291
89 0 409
77 73 414
12 0 390
14 556
57 0 372
54 0 492
55 283 441
42 201 556
13 0 266
26 218 556
60 118 556
15 220 556
2 83 556
0 24 556
59 5 556
31 0 123
5 0 402
36 0 556
19 578
35 218 578
12 299 578
20 275 578
7 149 578
22 19 476
27 0 346
11 386 511
5 193 578
37 263 458
24 212 399
1 43 396
6 0 493
2 37 578
26 0 415
4 0 510
34 0 490
28 29 578
16 212 578
8 281 578
38 927
83 0 679
23 251 590
49 0 260
71 15 927
29 372 927
7 121 927
6 0 777
57 190 689
37 81 927
65 38 927
21 484 927
43 584 927
82 0 629
35 214 927
28 0 565
79 550 794
10 120 927
1 0 448
89 0 865
97 79 291
67 637 923
80 262 927
34 0 927
8 321 772
25 0 736
96 118 313
15 0 683
33 0 753
24 472 927
76 0 475
47 417 927
13 0 647
98 0 621
78 247 927
64 477 927
20 373 927
32 237 884
55 96 927
6 565
0 0 525
28 142 565
18 201 397
25 0 360
33 190 364
16 113 336
35 887
57 196 887
59 16 887
29 0 658
74 51 812
22 107 887
82 0 448
105 62 887
26 0 757
50 0 696
13 0 782
17 0 847
64 322 887
37 522 887
91 533 822
36 0 521
11 56 887
34 349 887
70 0 772
71 545 887
108 133 887
3 147 887
32 0 833
89 0 821
21 0 681
87 87 887
68 391 887
38 0 684
40 373 887
116 88 467
58 93 887
7 355 887
55 0 481
16 0 706
123 0 867
94 487 887
12 35
5 0 23
24 0 11
1 5 35
18 7 23
31 13 35
6 0 27
22 0 21
20 0 29
25 0 33
3 0 16
13 0 29
15 15 35
28 140
31 4 140
13 59 140
28 0 93
43 25 140
49 0 81
44 19 140
37 45 140
40 0 115
21 0 120
23 0 108
34 11 140
32 0 99
22 0 102
36 102 140
12 49 140
47 0 129
50 24 140
14 0 125
35 0 101
5 0 129
24 4 140
46 64 100
8 0 127
19 59 97
36 0 85
48 0 106
11 33 140
2 71 140
50 96508
100000 32882 93677
59922 43895 78779
48315 0 91466
32175 0 89598
28528 11643 96508
15318 0 25499
55353 27219 96508
54992 2942 96508
13887 16222 54956
10634 2916 96508
2102 0 24532
67776 30369 60023
41676 42268 96508
60835 44598 96508
37004 70274 95720
61534 75305 94960
44984 10510 96508
58581 28259 96508
27753 6216 32533
9541 1784 21778
59786 0 45375
93771 48077 96508
44584 0 55645
36499 29389 96508
79449 71921 91624
80255 2579 96508
15361 67731 96508
9466 0 90017
74756 0 75314
38462 0 69152
98631 0 34467
15935 47795 89829
36500 0 86218
88905 0 67419
41475 6323 96508
90840 49406 96508
18687 0 87227
11938 0 67274
28684 49605 96508
4507 0 62901
76550 67291 96508
26974 0 85833
68073 20815 96508
19986 60220 96508
47414 0 63611
87381 50744 96508
66492 0 61969
33838 8120 96508
79373 18549 96508
41142 0 52462
38 708
30 0 525
10 25 708
54 203 586
27 158 708
15 0 626
13 0 522
49 0 534
47 365 708
9 114 708
34 268 654
11 0 621
51 0 658
14 0 575
33 441 708
36 301 708
16 0 654
24 0 480
39 159 708
44 0 603
20 0 270
50 17 708
19 0 662
26 290 708
21 253 708
17 76 708
48 0 707
2 272 708
40 304 492
6 0 434
7 52 708
42 275 708
5 0 226
38 0 576
52 0 570
22 56 708
43 177 445
4 11 437
0 0 332
50 98284
100000 5458 98284
64300 20582 98284
68536 0 71714
77429 38856 89272
98653 37320 98284
65306 0 87157
3805 0 52238
72459 0 58299
78865 0 86428
39435 16623 54774
11897 33115 98284
34572 0 23141
32250 62365 98284
10260 21091 98284
84169 36211 98284
25176 0 74258
39473 3334 86649
7089 23866 98284
55172 60001 98284
50531 32090 98284
99168 0 59733
51628 18641 98284
7660 0 93802
7183 0 82741
79718 14069 98284
25543 0 57058
23496 0 86069
17746 13062 98284
2110 5704 98284
46688 0 97748
76153 54340 77074
3376 2564 75286
98967 6405 98284
23138 7291 98284
24567 31205 98284
89293 46514 98284
28988 0 59831
8648 0 94160
10362 0 76400
52343 9819 98284
95982 24608 70273
79937 0 94564
70490 9285 98284
80488 0 40632
40116 39687 96962
74238 14411 98284
20551 61517 88444
79861 4588 98284
1714 9369 98284
41989 16633 98284
6 683
49 0 352
26 65 683
41 0 581
54 156 683
18 5 683
17 0 389
45 611
60 42 611
84 0 531
64 4 611
52 43 611
15 0 473
92 122 611
95 244 579
77 110 611
82 215 611
49 29 345
65 34 611
69 0 322
12 186 611
27 0 414
113 0 410
19 234 611
54 0 515
76 0 579
2 0 403
72 0 411
97 34 365
51 0 474
116 0 584
8 0 600
56 180 472
36 419 611
53 89 392
101 0 582
83 0 602
85 0 571
5 40 611
106 58 611
10 156 611
11 170 611
115 59 611
62 281 611
61 135 293
90 0 425
9 136 272
6 0 486
42 0 468
29 242 611
1 155 611
66 357 611
18 0 329
8 738
52 140 738
26 59 738
3 0 732
70 408 738
16 0 515
35 0 631
55 245 738
6 274 738
45 66
47 20 36
28 27 66
22 9 41
81 0 47
37 0 48
8 0 47
9 0 29
10 36 66
24 0 61
49 0 51
67 0 36
15 0 54
74 27 66
50 26 66
38 0 36
54 0 42
29 22 66
17 0 28
32 5 52
31 6 66
41 40 64
27 0 65
80 10 66
25 0 61
55 1 66
72 21 35
16 23 66
65 0 55
62 0 43
23 8 52
58 0 31
57 0 51
7 10 52
60 1 31
76 0 39
3 19 56
77 26 66
45 21 66
61 1 66
42 21 54
56 12 66
76 47 66
4 0 63
30 0 51
6 0 53
42 951
20 0 928
57 228 951
74 123 951
63 0 429
1 397 951
81 12 764
35 0 906
43 668 865
65 504 951
71 294 951
44 578 951
90 586 893
9 38 951
34 0 888
3 0 436
83 256 631
0 0 951
5 44 711
38 68 510
21 4 951
15 11 473
13 249 705
29 0 916
18 250 951
59 612 951
30 0 890
42 0 933
78 0 615
70 667 873
68 141 407
16 0 684
56 0 721
66 0 951
3 532 951
36 510 840
77 38 951
17 56 768
82 0 945
67 109 951
61 334 531
2 0 794
70 171 409
25 194
28 0 89
59 0 75
12 0 160
39 62 194
101 95 194
11 0 178
17 36 163
40 0 187
46 0 190
61 135 190
43 0 149
88 0 103
67 0 132
96 50 194
19 0 169
57 0 169
81 0 187
32 0 145
51 63 194
76 0 95
41 11 194
5 7 110
83 3 194
86 0 84
78 0 191
28 324
29 121 315
112 51 233
34 0 159
121 0 308
51 0 287
33 140 324
25 145 324
56 41 324
116 130 324
97 0 284
113 0 189
16 55 203
117 0 73
109 13 324
85 252 320
86 166 324
91 39 305
64 0 246
67 46 324
13 0 191
127 158 324
130 81 324
57 0 288
46 0 237
72 128 274
81 214 324
78 58 259
15 105 191
44 828
14 0 742
21 0 517
57 8 828
48 488 764
62 0 352
115 251 828
1 0 510
38 113 828
67 464 828
118 0 812
71 67 315
20 563 828
94 0 670
3 435 828
10 409 828
80 0 580
42 0 767
100 494 828
96 507 828
68 0 402
76 298 662
63 173 828
98 0 603
110 67 385
116 190 828
69 0 561
54 263 828
12 0 563
43 52 828
55 0 307
11 88 828
87 183 828
120 219 828
52 219 828
6 218 558
37 0 656
53 455 828
101 368 828
97 49 828
28 219 828
108 0 337
113 0 767
89 0 705
41 0 442
21 508
18 0 249
61 0 257
14 268 387
41 0 312
23 75 508
45 194 508
54 0 246
40 56 508
57 70 508
9 0 305
1 0 508
42 158 385
51 0 192
38 0 470
26 0 489
52 0 439
39 0 476
50 190 397
28 9 508
12 161 508
15 92 508
41 775
62 0 218
14 114 775
9 0 502
4 0 642
10 64 775
6 382 775
56 280 775
59 0 574
78 0 516
38 412 775
41 0 623
33 0 629
54 1 602
62 375 775
50 0 671
43 18 502
16 0 422
51 0 666
48 0 396
47 209 775
44 0 633
40 0 440
13 0 608
20 0 654
72 401 775
73 497 775
18 0 240
58 0 615
26 0 381
3 0 318
55 0 288
45 81 378
80 0 362
19 128 775
23 0 707
2 0 259
64 222 775
24 0 698
68 398 775
42 280 775
61 0 739
34 266
37 20 188
43 0 171
26 158 251
31 82 266
36 70 183
47 0 264
0 0 63
49 0 91
50 38 232
10 58 266
3 33 266
46 55 266
19 30 266
20 0 146
42 27 266
7 85 266
17 103 266
52 79 266
14 0 135
35 0 255
32 0 263
12 0 254
6 160 247
1 0 258
16 39 266
53 80 266
5 0 231
2 45 150
25 34 266
8 52 266
44 0 224
27 73 266
21 34 266
23 24 266
3 836
44 0 310
28 0 770
49 0 697
35 327
130 0 261
34 121 327
8 153 327
9 101 327
48 191 327
72 0 246
107 0 123
84 0 285
15 67 306
31 148 327
33 55 240
20 0 278
53 14 327
19 95 327
56 211 327
93 235 327
133 156 244
64 0 278
110 25 206
41 27 327
114 127 327
57 73 227
74 0 184
40 59 255
51 198 327
55 32 327
103 213 327
79 53 327
23 0 218
78 60 327
12 0 249
54 100 327
112 83 252
27 110 327
106 0 77
